Date, Open, High, Low, Close
11/21/17, 435.48, 436.59, 436.59, 436.59
11/20/17, 433.36, 435.49, 435.49, 435.49
11/17/17, 433.92, 433.36, 433.36, 433.36
11/16/17, 433.63, 433.94, 433.94, 433.94
11/15/17, 432.76, 433.61, 433.61, 433.61
11/14/17, 432.99, 432.79, 432.79, 432.79
11/13/17, 432.24, 433.05, 433.05, 433.05
11/10/17, 433.45, 432.27, 432.27, 432.27
11/09/17, 434.88, 433.45, 433.45, 433.45
11/08/17, 437.59, 434.95, 434.95, 434.95
11/07/17, 443.44, 437.58, 437.58, 437.58
11/06/17, 444.04, 443.46, 443.46, 443.46
11/03/17, 445.74, 444.05, 444.05, 444.05
11/02/17, 441.94, 445.99, 445.99, 445.99
11/01/17, 441.17, 442.19, 442.19, 442.19
10/31/17, 442.38, 441.16, 441.16, 441.16
10/30/17, 444.44, 442.41, 442.41, 442.41
10/27/17, 444.96, 444.53, 444.53, 444.53
10/26/17, 442.54, 444.97, 444.97, 444.97
10/25/17, 444.72, 442.52, 442.52, 442.52
10/24/17, 441.43, 444.71, 444.71, 444.71
10/23/17, 442.05, 441.43, 441.43, 441.43
10/20/17, 437.00, 442.05, 442.05, 442.05
10/19/17, 436.30, 436.96, 436.96, 436.96
10/18/17, 433.89, 436.32, 436.32, 436.32
10/17/17, 436.30, 433.88, 433.88, 433.88
10/16/17, 433.46, 436.29, 436.29, 436.29
10/13/17, 433.67, 433.50, 433.50, 433.50
10/12/17, 436.81, 433.67, 433.67, 433.67
10/11/17, 437.42, 436.81, 436.81, 436.81
10/10/17, 435.63, 437.42, 437.42, 437.42
10/09/17, 437.25, 435.62, 435.62, 435.62
10/06/17, 437.05, 437.25, 437.25, 437.25
10/05/17, 432.53, 437.06, 437.06, 437.06
10/04/17, 434.19, 432.79, 432.79, 432.79
10/03/17, 432.89, 434.19, 434.19, 434.19
10/02/17, 429.09, 432.89, 432.89, 432.89
09/29/17, 427.63, 429.08, 429.08, 429.08
09/28/17, 426.99, 427.66, 427.66, 427.66
09/27/17, 421.71, 427.14, 427.14, 427.14
09/26/17, 422.04, 421.66, 421.66, 421.66
09/25/17, 422.69, 422.05, 422.05, 422.05
09/22/17, 422.72, 422.70, 422.70, 422.70
09/21/17, 421.90, 422.74, 422.74, 422.74
09/20/17, 419.30, 421.91, 421.91, 421.91
09/19/17, 415.98, 419.31, 419.31, 419.31
09/18/17, 411.82, 415.99, 415.99, 415.99
09/15/17, 409.84, 411.81, 411.81, 411.81
09/14/17, 411.17, 409.86, 409.86, 409.86
09/13/17, 410.37, 411.29, 411.29, 411.29
09/12/17, 405.51, 410.41, 410.41, 410.41
09/11/17, 398.58, 405.50, 405.50, 405.50
09/08/17, 395.51, 398.58, 398.58, 398.58
09/07/17, 402.11, 395.54, 395.54, 395.54
09/06/17, 401.22, 402.19, 402.19, 402.19
09/05/17, 410.24, 401.21, 401.21, 401.21
09/01/17, 408.45, 410.24, 410.24, 410.24
08/31/17, 408.45, 408.45, 408.45, 408.45
08/30/17, 406.52, 408.48, 408.48, 408.48
08/29/17, 408.56, 406.76, 406.76, 406.76
08/28/17, 410.65, 408.67, 408.67, 408.67
08/25/17, 409.65, 410.64, 410.64, 410.64
08/24/17, 409.97, 409.65, 409.65, 409.65
08/23/17, 410.89, 409.99, 409.99, 409.99
08/22/17, 406.64, 410.91, 410.91, 410.91
08/21/17, 407.61, 406.65, 406.65, 406.65
08/18/17, 407.79, 407.63, 407.63, 407.63
08/17/17, 415.07, 407.86, 407.86, 407.86
08/16/17, 416.10, 415.08, 415.08, 415.08
08/15/17, 415.17, 416.08, 416.08, 416.08
08/14/17, 409.55, 415.19, 415.19, 415.19
08/11/17, 411.70, 409.51, 409.51, 409.51
08/10/17, 419.07, 411.70, 411.70, 411.70
08/09/17, 419.35, 419.08, 419.08, 419.08
08/08/17, 420.13, 419.42, 419.42, 419.42
08/07/17, 420.87, 420.14, 420.14, 420.14
08/04/17, 417.88, 420.88, 420.88, 420.88
08/03/17, 419.55, 417.86, 417.86, 417.86
08/02/17, 419.30, 419.79, 419.79, 419.79
08/01/17, 416.19, 419.54, 419.54, 419.54
07/31/17, 413.60, 416.17, 416.17, 416.17
07/28/17, 413.43, 413.61, 413.61, 413.61
07/27/17, 415.64, 413.49, 413.49, 413.49
07/26/17, 418.22, 415.68, 415.68, 415.68
07/25/17, 413.02, 418.22, 418.22, 418.22
07/24/17, 411.73, 412.99, 412.99, 412.99
07/21/17, 411.84, 411.73, 411.73, 411.73
07/20/17, 412.07, 411.84, 411.84, 411.84
07/19/17, 411.04, 412.07, 412.07, 412.07
07/18/17, 412.35, 411.21, 411.21, 411.21
07/17/17, 412.89, 412.36, 412.36, 412.36
07/14/17, 415.02, 412.90, 412.90, 412.90
07/13/17, 412.50, 415.04, 415.04, 415.04
07/12/17, 412.07, 412.54, 412.54, 412.54
07/11/17, 414.89, 412.07, 412.07, 412.07
07/10/17, 415.54, 414.89, 414.89, 414.89
07/07/17, 413.27, 415.60, 415.60, 415.60
07/06/17, 416.01, 413.29, 413.29, 413.29
07/05/17, 415.05, 416.05, 416.05, 416.05
07/03/17, 409.58, 415.07, 415.07, 415.07
06/30/17, 409.84, 409.59, 409.59, 409.59
06/29/17, 407.19, 409.83, 409.83, 409.83
06/28/17, 400.74, 407.19, 407.19, 407.19
06/27/17, 398.81, 400.86, 400.86, 400.86
06/26/17, 396.70, 398.81, 398.81, 398.81
06/23/17, 398.52, 396.69, 396.69, 396.69
06/22/17, 401.06, 398.51, 398.51, 398.51
06/21/17, 404.23, 401.07, 401.07, 401.07
06/20/17, 407.53, 404.23, 404.23, 404.23
06/19/17, 403.58, 407.53, 407.53, 407.53
06/16/17, 404.01, 403.58, 403.58, 403.58
06/15/17, 405.48, 404.01, 404.01, 404.01
06/14/17, 404.73, 405.52, 405.52, 405.52
06/13/17, 402.96, 404.77, 404.77, 404.77
06/12/17, 402.30, 402.99, 402.99, 402.99
06/09/17, 394.73, 402.33, 402.33, 402.33
06/08/17, 390.29, 394.72, 394.72, 394.72
06/07/17, 387.03, 390.28, 390.28, 390.28
06/06/17, 388.70, 387.10, 387.10, 387.10
06/05/17, 388.41, 388.72, 388.72, 388.72
06/02/17, 389.81, 388.41, 388.41, 388.41
06/01/17, 385.20, 389.85, 389.85, 389.85
05/31/17, 388.25, 385.26, 385.26, 385.26
05/30/17, 391.30, 388.36, 388.36, 388.36
05/26/17, 391.58, 391.38, 391.38, 391.38
05/25/17, 390.67, 391.63, 391.63, 391.63
05/24/17, 390.82, 390.68, 390.68, 390.68
05/23/17, 387.68, 390.84, 390.84, 390.84
05/22/17, 386.52, 387.69, 387.69, 387.69
05/19/17, 383.30, 386.54, 386.54, 386.54
05/18/17, 382.12, 383.33, 383.33, 383.33
05/17/17, 394.09, 382.14, 382.14, 382.14
05/16/17, 393.48, 394.13, 394.13, 394.13
05/15/17, 390.46, 393.47, 393.47, 393.47
05/12/17, 392.19, 390.45, 390.45, 390.45
05/11/17, 394.23, 392.22, 392.22, 392.22
05/10/17, 393.20, 394.31, 394.31, 394.31
05/09/17, 395.04, 393.26, 393.26, 393.26
05/08/17, 395.47, 395.05, 395.05, 395.05
05/05/17, 395.87, 395.46, 395.46, 395.46
05/04/17, 394.91, 395.87, 395.87, 395.87
05/03/17, 392.37, 394.99, 394.99, 394.99
05/02/17, 392.74, 392.64, 392.64, 392.64
05/01/17, 390.78, 392.76, 392.76, 392.76
04/28/17, 394.45, 390.76, 390.76, 390.76
04/27/17, 396.41, 394.47, 394.47, 394.47
04/26/17, 396.35, 396.51, 396.51, 396.51
04/25/17, 393.10, 396.36, 396.36, 396.36
04/24/17, 384.81, 393.10, 393.10, 393.10
04/21/17, 388.20, 384.67, 384.67, 384.67
04/20/17, 382.30, 388.20, 388.20, 388.20
04/19/17, 383.29, 382.27, 382.27, 382.27
04/18/17, 386.44, 383.27, 383.27, 383.27
04/17/17, 380.39, 386.48, 386.48, 386.48
04/13/17, 385.18, 380.38, 380.38, 380.38
04/12/17, 388.63, 385.20, 385.20, 385.20
04/11/17, 389.69, 388.68, 388.68, 388.68
04/10/17, 390.71, 389.71, 389.71, 389.71
04/07/17, 392.04, 390.72, 390.72, 390.72
04/06/17, 389.87, 392.05, 392.05, 392.05
04/05/17, 392.60, 389.87, 389.87, 389.87
04/04/17, 393.17, 392.63, 392.63, 392.63
04/03/17, 394.60, 393.43, 393.43, 393.43
03/31/17, 397.43, 394.58, 394.58, 394.58
03/30/17, 392.61, 397.43, 397.43, 397.43
03/29/17, 394.57, 392.65, 392.65, 392.65
03/28/17, 389.47, 394.79, 394.79, 394.79
03/27/17, 391.33, 389.47, 389.47, 389.47
03/24/17, 391.73, 391.36, 391.36, 391.36
03/23/17, 390.95, 391.73, 391.73, 391.73
03/22/17, 391.65, 390.87, 390.87, 390.87
03/21/17, 403.23, 391.65, 391.65, 391.65
03/20/17, 406.84, 403.22, 403.22, 403.22
03/17/17, 411.20, 406.86, 406.86, 406.86
03/16/17, 409.92, 411.20, 411.20, 411.20
03/15/17, 410.47, 409.91, 409.91, 409.91
03/14/17, 410.89, 410.46, 410.46, 410.46
03/13/17, 410.67, 410.94, 410.94, 410.94
03/10/17, 410.88, 410.72, 410.72, 410.72
03/09/17, 409.61, 410.86, 410.86, 410.86
03/08/17, 409.59, 409.60, 409.60, 409.60
03/07/17, 410.81, 409.65, 409.65, 409.65
03/06/17, 413.40, 410.83, 410.83, 410.83
03/03/17, 411.82, 413.42, 413.42, 413.42
03/02/17, 417.97, 411.80, 411.80, 411.80
03/01/17, 406.28, 417.94, 417.94, 417.94
02/28/17, 407.04, 406.38, 406.38, 406.38
02/27/17, 405.25, 407.09, 407.09, 407.09
02/24/17, 408.25, 405.25, 405.25, 405.25
02/23/17, 407.96, 408.33, 408.33, 408.33
02/22/17, 407.62, 407.95, 407.95, 407.95
02/21/17, 405.85, 407.65, 407.65, 407.65
02/17/17, 405.83, 405.77, 405.77, 405.77
02/16/17, 406.46, 405.89, 405.89, 405.89
02/15/17, 403.45, 406.46, 406.46, 406.46
02/14/17, 398.50, 403.46, 403.46, 403.46
02/13/17, 394.10, 398.52, 398.52, 398.52
02/10/17, 393.22, 394.13, 394.13, 394.13
02/09/17, 387.84, 393.19, 393.19, 393.19
02/08/17, 390.78, 387.87, 387.87, 387.87
02/07/17, 391.77, 390.82, 390.82, 390.82
02/06/17, 393.12, 391.76, 391.76, 391.76
02/03/17, 385.52, 393.13, 393.13, 393.13
02/02/17, 386.99, 385.47, 385.47, 385.47
02/01/17, 386.88, 387.15, 387.15, 387.15
01/31/17, 389.67, 387.01, 387.01, 387.01
01/30/17, 392.42, 389.67, 389.67, 389.67
01/27/17, 394.07, 392.44, 392.44, 392.44
01/26/17, 392.99, 394.14, 394.14, 394.14
01/25/17, 386.62, 392.98, 392.98, 392.98
01/24/17, 381.99, 386.62, 386.62, 386.62
01/23/17, 384.18, 381.98, 381.98, 381.98
01/20/17, 382.44, 384.22, 384.22, 384.22
01/19/17, 384.74, 382.42, 382.42, 382.42
01/18/17, 381.78, 384.73, 384.73, 384.73
01/17/17, 390.64, 381.72, 381.72, 381.72
01/13/17, 388.51, 390.63, 390.63, 390.63
01/12/17, 391.35, 388.50, 388.50, 388.50
01/11/17, 389.61, 391.39, 391.39, 391.39
01/10/17, 388.09, 389.60, 389.60, 389.60
01/09/17, 391.13, 388.10, 388.10, 388.10
01/06/17, 389.65, 391.15, 391.15, 391.15
01/05/17, 393.65, 389.66, 389.66, 389.66
01/04/17, 390.06, 393.66, 393.66, 393.66
01/03/17, 386.58, 390.31, 390.31, 390.31
12/30/16, 385.64, 386.53, 386.53, 386.53
12/29/16, 388.44, 385.63, 385.63, 385.63
12/28/16, 392.38, 388.46, 388.46, 388.46
12/27/16, 392.11, 392.51, 392.51, 392.51
12/23/16, 391.34, 392.04, 392.04, 392.04
12/22/16, 392.51, 391.49, 391.49, 391.49
12/21/16, 393.47, 392.53, 392.53, 392.53
12/20/16, 389.16, 393.48, 393.48, 393.48
12/19/16, 388.69, 389.11, 389.11, 389.11
12/16/16, 392.17, 388.73, 388.73, 388.73
12/15/16, 388.28, 392.18, 392.18, 392.18
12/14/16, 390.46, 388.24, 388.24, 388.24
12/13/16, 389.61, 390.47, 390.47, 390.47
12/12/16, 393.23, 389.65, 389.65, 389.65
12/09/16, 392.74, 393.24, 393.24, 393.24
12/08/16, 389.15, 392.74, 392.74, 392.74
12/07/16, 383.06, 389.17, 389.17, 389.17
12/06/16, 379.50, 383.13, 383.13, 383.13
12/05/16, 375.16, 379.51, 379.51, 379.51
12/02/16, 378.71, 375.15, 375.15, 375.15
12/01/16, 372.54, 378.72, 378.72, 378.72
11/30/16, 367.53, 372.54, 372.54, 372.54
11/29/16, 366.73, 367.65, 367.65, 367.65
11/28/16, 371.84, 366.78, 366.78, 366.78
11/25/16, 371.03, 371.95, 371.95, 371.95
11/23/16, 368.97, 371.04, 371.04, 371.04
11/22/16, 368.62, 369.00, 369.00, 369.00
11/21/16, 367.52, 368.62, 368.62, 368.62
11/18/16, 367.14, 367.48, 367.48, 367.48
11/17/16, 362.60, 367.17, 367.17, 367.17
11/16/16, 367.77, 362.64, 362.64, 362.64
11/15/16, 367.63, 367.85, 367.85, 367.85
11/14/16, 359.42, 367.65, 367.65, 367.65
11/11/16, 358.01, 359.43, 359.43, 359.43
11/10/16, 345.36, 358.04, 358.04, 358.04
11/09/16, 331.72, 345.25, 345.25, 345.25
11/08/16, 331.22, 331.75, 331.75, 331.75
11/07/16, 322.99, 331.25, 331.25, 331.25
11/04/16, 324.37, 322.84, 322.84, 322.84
11/03/16, 323.75, 324.36, 324.36, 324.36
11/02/16, 326.11, 323.89, 323.89, 323.89
11/01/16, 327.77, 326.47, 326.47, 326.47
10/31/16, 328.09, 327.75, 327.75, 327.75
10/28/16, 329.43, 328.09, 328.09, 328.09
10/27/16, 328.71, 329.42, 329.42, 329.42
10/26/16, 326.70, 328.74, 328.74, 328.74
10/25/16, 327.44, 326.72, 326.72, 326.72
10/24/16, 326.20, 327.46, 327.46, 327.46
10/21/16, 326.18, 326.20, 326.20, 326.20
10/20/16, 326.23, 326.19, 326.19, 326.19
10/19/16, 323.53, 326.25, 326.25, 326.25
10/18/16, 321.22, 323.52, 323.52, 323.52
10/17/16, 322.38, 321.06, 321.06, 321.06
10/14/16, 320.81, 322.37, 322.37, 322.37
10/13/16, 324.30, 320.78, 320.78, 320.78
10/12/16, 323.86, 324.34, 324.34, 324.34
10/11/16, 327.33, 323.86, 323.86, 323.86
10/10/16, 325.83, 327.33, 327.33, 327.33
10/07/16, 325.48, 325.70, 325.70, 325.70
10/06/16, 325.26, 325.47, 325.47, 325.47
10/05/16, 320.45, 325.28, 325.28, 325.28
10/04/16, 319.22, 320.47, 320.47, 320.47
10/03/16, 320.80, 319.45, 319.45, 319.45
09/30/16, 316.31, 320.82, 320.82, 320.82
09/29/16, 321.06, 316.31, 316.31, 316.31
09/28/16, 319.47, 321.09, 321.09, 321.09
09/27/16, 316.87, 319.60, 319.60, 319.60
09/26/16, 321.81, 316.87, 316.87, 316.87
09/23/16, 324.05, 321.82, 321.82, 321.82
09/22/16, 323.20, 324.07, 324.07, 324.07
09/21/16, 321.05, 323.18, 323.18, 323.18
09/20/16, 320.77, 321.05, 321.05, 321.05
09/19/16, 301.86, 320.75, 320.75, 320.75
09/16/16, 322.12, 319.18, 319.18, 319.18
09/15/16, 319.88, 322.12, 322.12, 322.12
09/14/16, 320.94, 319.97, 319.97, 319.97
09/13/16, 326.81, 321.01, 321.01, 321.01
09/12/16, 323.17, 326.97, 326.97, 326.97
09/09/16, 329.43, 323.25, 323.25, 323.25
09/08/16, 329.78, 329.46, 329.46, 329.46
09/07/16, 329.67, 329.80, 329.80, 329.80
09/06/16, 330.56, 329.78, 329.78, 329.78
09/02/16, 328.96, 330.55, 330.55, 330.55
09/01/16, 330.28, 328.95, 328.95, 328.95
08/31/16, 329.85, 330.28, 330.28, 330.28
08/30/16, 327.32, 329.99, 329.99, 329.99
08/29/16, 324.21, 327.37, 327.37, 327.37
08/26/16, 324.01, 324.21, 324.21, 324.21
08/25/16, 323.10, 324.01, 324.01, 324.01
08/24/16, 323.49, 323.10, 323.10, 323.10
08/23/16, 323.18, 323.50, 323.50, 323.50
08/22/16, 322.97, 323.13, 323.13, 323.13
08/19/16, 323.45, 323.05, 323.05, 323.05
08/18/16, 323.51, 323.48, 323.48, 323.48
08/17/16, 322.33, 323.51, 323.51, 323.51
08/16/16, 323.26, 322.34, 322.34, 322.34
08/15/16, 321.37, 323.27, 323.27, 323.27
08/12/16, 322.10, 321.42, 321.42, 321.42
08/11/16, 321.62, 322.10, 322.10, 322.10
08/10/16, 323.99, 321.60, 321.60, 321.60
08/09/16, 323.76, 324.08, 324.08, 324.08
08/08/16, 323.41, 323.76, 323.76, 323.76
08/05/16, 317.45, 323.41, 323.41, 323.41
08/04/16, 318.29, 317.30, 317.30, 317.30
08/03/16, 315.19, 318.39, 318.39, 318.39
08/02/16, 318.12, 315.36, 315.36, 315.36
08/01/16, 318.94, 318.14, 318.14, 318.14
07/29/16, 319.47, 318.90, 318.90, 318.90
07/28/16, 318.69, 319.49, 319.49, 319.49
07/27/16, 318.94, 318.77, 318.77, 318.77
07/26/16, 318.52, 319.00, 319.00, 319.00
07/25/16, 319.30, 318.53, 318.53, 318.53
07/22/16, 317.43, 319.30, 319.30, 319.30
07/21/16, 318.82, 317.43, 317.43, 317.43
07/20/16, 318.40, 318.85, 318.85, 318.85
07/19/16, 318.16, 318.42, 318.42, 318.42
07/18/16, 317.02, 318.17, 318.17, 318.17
07/15/16, 317.57, 317.02, 317.02, 317.02
07/14/16, 314.77, 317.57, 317.57, 317.57
07/13/16, 314.62, 314.78, 314.78, 314.78
07/12/16, 310.83, 314.65, 314.65, 314.65
07/11/16, 309.07, 310.82, 310.82, 310.82
07/08/16, 303.49, 309.07, 309.07, 309.07
07/07/16, 303.15, 303.48, 303.48, 303.48
07/06/16, 302.05, 303.19, 303.19, 303.19
07/05/16, 306.72, 302.09, 302.09, 302.09
07/01/16, 308.19, 306.76, 306.76, 306.76
06/30/16, 303.68, 308.39, 308.39, 308.39
06/29/16, 296.76, 303.63, 303.63, 303.63
06/28/16, 289.51, 296.77, 296.77, 296.77
06/27/16, 297.87, 289.62, 289.62, 289.62
06/24/16, 314.79, 297.92, 297.92, 297.92
06/23/16, 308.48, 314.95, 314.95, 314.95
06/22/16, 308.82, 308.47, 308.47, 308.47
06/21/16, 307.16, 308.82, 308.82, 308.82
06/20/16, 305.36, 307.16, 307.16, 307.16
06/17/16, 305.72, 305.37, 305.37, 305.37
06/16/16, 304.62, 305.71, 305.71, 305.71
06/15/16, 304.45, 304.71, 304.71, 304.71
06/14/16, 308.98, 304.51, 304.51, 304.51
06/13/16, 311.21, 308.99, 308.99, 308.99
06/10/16, 315.27, 311.39, 311.39, 311.39
06/09/16, 317.64, 315.29, 315.29, 315.29
06/08/16, 317.06, 317.74, 317.74, 317.74
06/07/16, 318.07, 317.14, 317.14, 317.14
06/06/16, 316.56, 318.06, 318.06, 318.06
06/03/16, 320.53, 316.29, 316.29, 316.29
06/02/16, 320.14, 320.70, 320.70, 320.70
06/01/16, 319.23, 320.23, 320.23, 320.23
05/31/16, 320.43, 319.34, 319.34, 319.34
05/27/16, 318.13, 320.43, 320.43, 320.43
05/26/16, 320.05, 318.19, 318.19, 318.19
05/25/16, 316.84, 320.08, 320.08, 320.08
05/24/16, 311.98, 316.80, 316.80, 316.80
05/23/16, 312.23, 311.98, 311.98, 311.98
05/20/16, 310.34, 312.26, 312.26, 312.26
05/19/16, 313.24, 310.36, 310.36, 310.36
05/18/16, 307.48, 313.25, 313.25, 313.25
05/17/16, 309.62, 307.50, 307.50, 307.50
05/16/16, 307.91, 309.62, 309.62, 309.62
05/13/16, 311.88, 307.92, 307.92, 307.92
05/12/16, 311.44, 311.93, 311.93, 311.93
05/11/16, 314.96, 311.45, 311.45, 311.45
05/10/16, 310.73, 315.01, 315.01, 315.01
05/09/16, 311.31, 310.72, 310.72, 310.72
05/06/16, 310.10, 311.33, 311.33, 311.33
05/05/16, 310.35, 310.15, 310.15, 310.15
05/04/16, 312.70, 310.43, 310.43, 310.43
05/03/16, 317.04, 312.90, 312.90, 312.90
05/02/16, 313.65, 317.11, 317.11, 317.11
04/29/16, 315.72, 313.64, 313.64, 313.64
04/28/16, 319.23, 315.74, 315.74, 315.74
04/27/16, 318.99, 319.29, 319.29, 319.29
04/26/16, 316.74, 319.02, 319.02, 319.02
04/25/16, 317.65, 316.73, 316.73, 316.73
04/22/16, 314.41, 317.65, 317.65, 317.65
04/21/16, 317.45, 314.38, 314.38, 314.38
04/20/16, 314.63, 317.42, 317.42, 317.42
04/19/16, 311.19, 314.63, 314.63, 314.63
04/18/16, 309.02, 311.18, 311.18, 311.18
04/15/16, 309.93, 309.04, 309.04, 309.04
04/14/16, 309.09, 309.93, 309.93, 309.93
04/13/16, 302.27, 309.09, 309.09, 309.09
04/12/16, 298.30, 302.30, 302.30, 302.30
04/11/16, 297.31, 298.30, 298.30, 298.30
04/08/16, 296.09, 297.29, 297.29, 297.29
04/07/16, 301.92, 296.09, 296.09, 296.09
04/06/16, 300.14, 301.94, 301.94, 301.94
04/05/16, 304.52, 300.19, 300.19, 300.19
04/04/16, 306.01, 304.59, 304.59, 304.59
04/01/16, 303.66, 306.18, 306.18, 306.18
03/31/16, 304.34, 303.71, 303.71, 303.71
03/30/16, 302.53, 304.34, 304.34, 304.34
03/29/16, 301.89, 302.53, 302.53, 302.53
03/28/16, 301.17, 302.06, 302.06, 302.06
03/24/16, 303.10, 301.16, 301.16, 301.16
03/23/16, 305.44, 303.12, 303.12, 303.12
03/22/16, 306.27, 305.44, 305.44, 305.44
03/21/16, 306.89, 306.33, 306.33, 306.33
03/18/16, 303.83, 306.90, 306.90, 306.90
03/17/16, 300.27, 303.83, 303.83, 303.83
03/16/16, 300.67, 300.28, 300.28, 300.28
03/15/16, 301.09, 300.75, 300.75, 300.75
03/14/16, 302.36, 301.11, 301.11, 301.11
03/11/16, 294.59, 302.39, 302.39, 302.39
03/10/16, 294.68, 294.56, 294.56, 294.56
03/09/16, 294.35, 294.72, 294.72, 294.72
03/08/16, 299.30, 294.33, 294.33, 294.33
03/07/16, 299.40, 299.34, 299.34, 299.34
03/04/16, 298.20, 299.42, 299.42, 299.42
03/03/16, 296.25, 298.21, 298.21, 298.21
03/02/16, 293.54, 296.34, 296.34, 296.34
03/01/16, 283.65, 293.66, 293.66, 293.66
02/29/16, 286.61, 283.61, 283.61, 283.61
02/26/16, 284.78, 286.64, 286.64, 286.64
02/25/16, 280.98, 284.77, 284.77, 284.77
02/24/16, 281.44, 280.90, 280.90, 280.90
02/23/16, 286.70, 281.47, 281.47, 281.47
02/22/16, 282.51, 286.71, 286.71, 286.71
02/19/16, 282.11, 282.48, 282.48, 282.48
02/18/16, 283.90, 282.16, 282.16, 282.16
02/17/16, 280.36, 283.89, 283.89, 283.89
02/16/16, 275.49, 280.37, 280.37, 280.37
02/12/16, 264.88, 275.50, 275.50, 275.50
02/11/16, 272.74, 264.89, 264.89, 264.89
02/10/16, 274.18, 272.97, 272.97, 272.97
02/09/16, 274.68, 274.25, 274.25, 274.25
02/08/16, 282.13, 274.70, 274.70, 274.70
02/05/16, 285.99, 282.15, 282.15, 282.15
02/04/16, 283.44, 286.06, 286.06, 286.06
02/03/16, 283.39, 283.47, 283.47, 283.47
02/02/16, 291.15, 283.62, 283.62, 283.62
02/01/16, 292.82, 291.21, 291.21, 291.21
01/29/16, 284.69, 292.90, 292.90, 292.90
01/28/16, 284.43, 284.69, 284.69, 284.69
01/27/16, 285.56, 284.47, 284.47, 284.47
01/26/16, 280.61, 285.59, 285.59, 285.59
01/25/16, 287.16, 280.60, 280.60, 280.60
01/22/16, 281.71, 287.17, 287.17, 287.17
01/21/16, 282.49, 281.67, 281.67, 281.67
01/20/16, 288.56, 282.51, 282.51, 282.51
01/19/16, 288.73, 288.58, 288.58, 288.58
01/15/16, 295.42, 288.68, 288.68, 288.68
01/14/16, 292.66, 295.63, 295.63, 295.63
01/13/16, 300.50, 292.66, 292.66, 292.66
01/12/16, 298.86, 300.48, 300.48, 300.48
01/11/16, 297.79, 298.82, 298.82, 298.82
01/08/16, 302.54, 297.76, 297.76, 297.76
01/07/16, 311.27, 302.50, 302.50, 302.50
01/06/16, 316.17, 311.28, 311.28, 311.28
01/05/16, 315.14, 316.19, 316.19, 316.19
01/04/16, 321.52, 315.14, 315.14, 315.14
12/31/15, 324.66, 321.73, 321.73, 321.73
12/30/15, 327.20, 324.68, 324.68, 324.68
12/29/15, 323.72, 327.25, 327.25, 327.25
12/28/15, 324.50, 323.85, 323.85, 323.85
12/24/15, 324.77, 324.50, 324.50, 324.50
12/23/15, 320.53, 324.77, 324.77, 324.77
12/22/15, 317.84, 320.64, 320.64, 320.64
12/21/15, 314.97, 317.84, 317.84, 317.84
12/18/15, 323.07, 314.96, 314.96, 314.96
12/17/15, 328.23, 323.07, 323.07, 323.07
12/16/15, 322.95, 328.26, 328.26, 328.26
12/15/15, 315.51, 322.99, 322.99, 322.99
12/14/15, 314.95, 315.49, 315.49, 315.49
12/11/15, 321.89, 314.99, 314.99, 314.99
12/10/15, 321.82, 321.99, 321.99, 321.99
12/09/15, 325.54, 321.82, 321.82, 321.82
12/08/15, 329.85, 325.57, 325.57, 325.57
12/07/15, 332.83, 329.91, 329.91, 329.91
12/04/15, 324.24, 332.86, 332.86, 332.86
12/03/15, 329.48, 324.24, 324.24, 324.24
12/02/15, 333.59, 329.53, 329.53, 329.53
12/01/15, 329.47, 333.66, 333.66, 333.66
11/30/15, 330.34, 329.48, 329.48, 329.48
11/27/15, 329.31, 330.37, 330.37, 330.37
11/25/15, 329.19, 329.34, 329.34, 329.34
11/24/15, 330.21, 329.22, 329.22, 329.22
11/23/15, 331.43, 330.23, 330.23, 330.23
11/20/15, 331.05, 331.51, 331.51, 331.51
11/19/15, 330.63, 331.08, 331.08, 331.08
11/18/15, 324.69, 330.64, 330.64, 330.64
11/17/15, 325.46, 324.70, 324.70, 324.70
11/16/15, 321.40, 325.45, 325.45, 325.45
11/13/15, 324.20, 321.43, 321.43, 321.43
11/12/15, 329.39, 324.21, 324.21, 324.21
11/11/15, 330.16, 329.46, 329.46, 329.46
11/10/15, 328.71, 330.15, 330.15, 330.15
11/09/15, 332.64, 328.73, 328.73, 328.73
11/06/15, 329.16, 332.65, 332.65, 332.65
11/05/15, 327.76, 329.19, 329.19, 329.19
11/04/15, 328.81, 327.81, 327.81, 327.81
11/03/15, 329.19, 329.05, 329.05, 329.05
11/02/15, 323.98, 329.21, 329.21, 329.21
10/30/15, 328.41, 323.97, 323.97, 323.97
10/29/15, 329.64, 328.41, 328.41, 328.41
10/28/15, 321.89, 329.70, 329.70, 329.70
10/27/15, 323.88, 321.94, 321.94, 321.94
10/26/15, 324.95, 323.89, 323.89, 323.89
10/23/15, 321.69, 324.95, 324.95, 324.95
10/22/15, 316.21, 321.67, 321.67, 321.67
10/21/15, 318.58, 316.11, 316.11, 316.11
10/20/15, 316.90, 318.57, 318.57, 318.57
10/19/15, 316.98, 316.90, 316.90, 316.90
10/16/15, 315.61, 316.99, 316.99, 316.99
10/15/15, 308.50, 315.62, 315.62, 315.62
10/14/15, 311.46, 308.49, 308.49, 308.49
10/13/15, 313.46, 311.47, 311.47, 311.47
10/12/15, 313.03, 313.51, 313.51, 313.51
10/09/15, 314.79, 313.03, 313.03, 313.03
10/08/15, 313.20, 314.81, 314.81, 314.81
10/07/15, 310.71, 313.20, 313.20, 313.20
